number, dummy_non_parameter_1, dummy_non_parameter_2, dummy_non_parameter_3, dummy_non_parameter_4, sp-clause-activity-inc, sp-clause-decay, sp-clause-del-heur, sp-clause-inversion, sp-first-restart, sp-learned-clause-sort-heur, sp-learned-clauses-inc, sp-learned-size-factor, sp-max-res-lit-inc, sp-max-res-runs, sp-orig-clause-sort-heur, sp-phase-dec-heur, sp-rand-phase-dec-freq, sp-rand-phase-scaling, sp-rand-var-dec-freq, sp-rand-var-dec-scaling, sp-res-cutoff-cls, sp-res-cutoff-lits, sp-res-order-heur, sp-resolution, sp-restart-inc, sp-update-dec-queue, sp-use-pure-literal-rule, sp-var-activity-inc, sp-var-dec-heur, sp-variable-decay
0, -1, 0, 0, 0, 1.5, 1.4, 1, 0, 800, 6, 1.1, 1.6, 4, 8, 0, 6, 0.001, 0.9, 0.005, 0.3, 2, 800, 13, 0, 1.3, 0, 1, 1, 16, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 0, 0, 800, 16, 1.2, 0.1, 0.5, 4, 12, 0, 0, 1.1, 0.005, 0.6, 16, 200, 7, 1, 1.3, 1, 0, 1, 5, 1.4
0, -1, 0, 0, 0, 0.5, 1.4, 0, 0, 800, 17, 1.1, 0.2, 0.25, 1, 1, 0, 0, 1.1, 0.0001, 1.1, 20, 1600, 7, 2, 1.9, 1, 1, 1.5, 3, 1.4
0, -1, 0, 0, 0, 1.5, 1.1, 1, 1, 25, 10, 1.3, 0.4, 2, 1, 7, 0, 0.005, 0.9, 0.01, 1.1, 4, 200, 9, 1, 1.1, 1, 0, 1, 5, 2.0
0, -1, 0, 0, 0, 1, 1.1, 1, 0, 25, 15, 1.5, 0.1, 1, 4, 18, 4, 0.0001, 0.9, 0.01, 1, 8, 800, 18, 0, 1.9, 1, 0, 1, 3, 1.4
0, -1, 0, 0, 0, 0.5, 2.0, 1, 1, 800, 11, 1.1, 0.2, 2, 8, 1, 0, 0, 0.9, 0.001, 1, 16, 1600, 10, 1, 1.3, 1, 0, 1, 16, 1.1
0, -1, 0, 0, 0, 1.5, 1.1, 0, 1, 100, 3, 1.3, 0.2, 4, 2, 1, 5, 0.0001, 0.3, 0.001, 0.6, 16, 100, 1, 1, 1.9, 0, 1, 0.5, 13, 1.1
0, -1, 0, 0, 0, 1.5, 2.0, 0, 1, 25, 15, 1.2, 1.6, 4, 8, 13, 5, 0, 1, 0, 1, 16, 800, 10, 0, 1.7, 0, 1, 1, 17, 1.4
0, -1, 0, 0, 0, 1, 1.1, 0, 0, 50, 17, 1.3, 0.1, 0.25, 8, 1, 3, 0.01, 0.9, 0.005, 1, 8, 200, 9, 1, 1.7, 0, 1, 1.5, 8, 1.4
0, -1, 0, 0, 0, 0.5, 2.0, 2, 1, 800, 3, 1.5, 0.4, 4, 4, 17, 1, 0, 1, 0.0001, 1.1, 2, 800, 4, 0, 1.5, 1, 0, 0.5, 11, 1.4
0, -1, 0, 0, 0, 1.5, 1.4, 2, 1, 50, 19, 1.2, 0.8, 0.25, 32, 16, 2, 0.005, 1.1, 0.001, 1.1, 16, 400, 7, 0, 1.5, 1, 0, 0.5, 4, 1.1
0, -1, 0, 0, 0, 0.5, 1.1, 2, 1, 400, 2, 1.5, 0.1, 0.5, 2, 17, 3, 0.0001, 0.3, 0.05, 1.1, 20, 100, 4, 2, 1.9, 0, 0, 1.5, 18, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 0, 1, 50, 12, 1.5, 1.6, 4, 16, 18, 5, 0.001, 0.3, 0.05, 0.3, 20, 200, 2, 1, 1.7, 1, 1, 1, 19, 2.0
0, -1, 0, 0, 0, 0.5, 1.1, 1, 1, 100, 19, 1.4, 0.4, 0.25, 16, 16, 5, 0, 1.1, 0.01, 1, 8, 1600, 9, 1, 1.7, 0, 1, 0.5, 1, 2.0
0, -1, 0, 0, 0, 1.5, 1.1, 0, 1, 400, 8, 1.1, 0.1, 1, 1, 3, 1, 0, 0.3, 0.05, 0.6, 4, 1600, 16, 0, 1.3, 1, 1, 1, 8, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 1, 0, 100, 12, 1.1, 0.2, 4, 16, 2, 2, 0, 0.3, 0.001, 1.1, 4, 100, 11, 1, 1.1, 0, 0, 0.5, 11, 1.4
0, -1, 0, 0, 0, 0.5, 1.1, 1, 1, 800, 0, 1.4, 1.6, 0.25, 4, 11, 3, 0.0001, 0.3, 0.01, 0.3, 8, 100, 3, 1, 1.1, 0, 0, 0.5, 10, 2.0
0, -1, 0, 0, 0, 1, 1.1, 1, 0, 1600, 3, 1.4, 1.6, 0.5, 32, 4, 3, 0.005, 0.9, 0.0001, 1, 2, 1600, 9, 1, 1.5, 0, 0, 1.5, 10, 1.4
0, -1, 0, 0, 0, 0.5, 2.0, 0, 1, 3200, 4, 1.1, 0.1, 1, 2, 11, 6, 0.001, 0.3, 0.05, 0.9, 16, 400, 4, 2, 1.5, 1, 1, 1.5, 8, 1.4
0, -1, 0, 0, 0, 0.5, 1.4, 0, 1, 800, 7, 1.5, 0.1, 1, 32, 11, 6, 0.001, 1, 0.001, 0.3, 2, 800, 19, 0, 1.9, 1, 1, 1, 2, 2.0
0, -1, 0, 0, 0, 1.5, 2.0, 2, 0, 200, 19, 1.3, 0.1, 4, 32, 1, 2, 0.0001, 0.6, 0.05, 0.6, 4, 400, 17, 0, 1.3, 0, 1, 1, 12, 1.4
0, -1, 0, 0, 0, 0.5, 1.4, 1, 1, 25, 6, 1.5, 1.6, 0.5, 8, 16, 1, 0.0001, 0.3, 0.01, 1, 2, 1600, 6, 0, 1.5, 1, 0, 1, 15, 1.1
0, -1, 0, 0, 0, 0.5, 1.4, 0, 0, 1600, 11, 1.3, 0.2, 4, 16, 17, 4, 0.001, 1, 0.01, 0.3, 8, 200, 15, 2, 1.5, 0, 0, 1, 8, 1.4
0, -1, 0, 0, 0, 1.5, 1.4, 1, 1, 800, 2, 1.3, 1.6, 2, 8, 7, 4, 0, 0.6, 0.0001, 1.1, 16, 800, 4, 2, 1.5, 1, 0, 0.5, 10, 1.1
0, -1, 0, 0, 0, 1.5, 1.1, 1, 0, 100, 8, 1.5, 0.2, 0.25, 2, 19, 4, 0.005, 1.1, 0.05, 0.3, 20, 100, 8, 0, 1.3, 1, 1, 1.5, 6, 2.0
0, -1, 0, 0, 0, 0.5, 2.0, 1, 1, 50, 0, 1.4, 0.1, 2, 8, 11, 3, 0, 0.9, 0.005, 1, 20, 400, 6, 1, 1.1, 1, 1, 1.5, 11, 1.1
0, -1, 0, 0, 0, 1.5, 2.0, 1, 1, 200, 12, 1.5, 0.1, 0.25, 32, 2, 0, 0.0001, 0.6, 0.0001, 0.9, 8, 400, 1, 1, 1.1, 1, 0, 0.5, 5, 1.1
0, -1, 0, 0, 0, 1, 2.0, 2, 1, 800, 11, 1.5, 0.2, 0.25, 4, 14, 5, 0.001, 0.3, 0.001, 0.9, 2, 200, 5, 0, 1.1, 0, 1, 1.5, 4, 1.1
0, -1, 0, 0, 0, 1.5, 1.1, 0, 0, 800, 7, 1.2, 0.1, 1, 16, 9, 6, 0, 0.3, 0.0001, 1, 2, 200, 8, 2, 1.1, 0, 1, 1, 14, 2.0
0, -1, 0, 0, 0, 1.5, 1.4, 1, 0, 800, 14, 1.5, 0.1, 0.25, 2, 8, 1, 0, 1.1, 0.05, 0.9, 2, 100, 18, 2, 1.7, 1, 0, 1.5, 7, 1.4
0, -1, 0, 0, 0, 0.5, 1.4, 2, 1, 25, 7, 1.3, 0.8, 4, 8, 2, 6, 0.005, 1.1, 0.01, 0.6, 4, 1600, 16, 1, 1.9, 1, 0, 1.5, 3, 1.1
0, -1, 0, 0, 0, 0.5, 1.4, 1, 0, 100, 1, 1.4, 0.2, 0.5, 16, 13, 5, 0, 1.1, 0.0001, 1.1, 4, 200, 15, 2, 1.7, 0, 1, 1.5, 5, 1.1
0, -1, 0, 0, 0, 1.5, 1.1, 1, 0, 100, 15, 1.2, 0.2, 1, 4, 8, 2, 0.01, 0.9, 0.01, 1, 16, 400, 15, 1, 1.3, 1, 0, 1, 17, 1.1
0, -1, 0, 0, 0, 1.5, 1.1, 0, 0, 200, 18, 1.5, 0.2, 4, 8, 5, 6, 0.05, 1, 0, 0.6, 2, 100, 2, 2, 1.3, 1, 0, 1, 13, 1.4
0, -1, 0, 0, 0, 0.5, 2.0, 2, 1, 200, 14, 1.4, 0.4, 0.25, 2, 1, 0, 0, 0.6, 0.001, 1, 8, 100, 11, 1, 1.5, 1, 1, 1, 9, 1.4
0, -1, 0, 0, 0, 1, 2.0, 1, 1, 3200, 15, 1.4, 1.6, 1, 1, 5, 3, 0.01, 1, 0.0001, 0.9, 2, 200, 0, 2, 1.3, 1, 1, 1, 14, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 0, 1, 800, 0, 1.4, 0.1, 0.25, 16, 8, 0, 0, 1.1, 0, 0.3, 2, 200, 15, 2, 1.9, 0, 1, 0.5, 4, 2.0
0, -1, 0, 0, 0, 1, 1.4, 1, 0, 25, 3, 1.2, 0.1, 0.5, 1, 0, 3, 0.0001, 0.3, 0.005, 0.3, 2, 200, 13, 2, 1.5, 1, 0, 1, 17, 1.1
0, -1, 0, 0, 0, 1, 1.1, 0, 0, 25, 5, 1.4, 0.2, 2, 32, 3, 4, 0.001, 1, 0.001, 1.1, 4, 200, 18, 0, 1.5, 0, 0, 1.5, 8, 2.0
0, -1, 0, 0, 0, 0.5, 1.1, 0, 0, 800, 13, 1.4, 0.1, 4, 16, 10, 5, 0, 0.6, 0.01, 0.9, 20, 400, 9, 1, 1.1, 0, 0, 0.5, 3, 2.0
0, -1, 0, 0, 0, 1.5, 2.0, 2, 0, 100, 6, 1.1, 0.1, 4, 4, 15, 3, 0.01, 0.9, 0.0001, 0.6, 2, 200, 6, 2, 1.9, 0, 1, 1, 19, 2.0
0, -1, 0, 0, 0, 1, 1.4, 1, 1, 50, 7, 1.3, 0.2, 4, 32, 12, 0, 0.0001, 0.9, 0.0001, 1.1, 2, 100, 0, 0, 1.7, 0, 1, 1, 6, 1.1
0, -1, 0, 0, 0, 0.5, 1.4, 1, 0, 800, 15, 1.1, 0.2, 0.25, 1, 10, 1, 0.005, 1, 0, 1, 4, 400, 18, 1, 1.9, 1, 0, 0.5, 18, 2.0
0, -1, 0, 0, 0, 1, 2.0, 2, 1, 200, 11, 1.5, 1.6, 0.25, 2, 10, 1, 0.0001, 1.1, 0.001, 0.6, 20, 100, 1, 1, 1.1, 1, 1, 1.5, 12, 1.1
0, -1, 0, 0, 0, 1.5, 2.0, 1, 0, 200, 1, 1.3, 0.1, 1, 16, 7, 3, 0.001, 0.3, 0.001, 1, 8, 800, 3, 1, 1.3, 0, 0, 0.5, 1, 1.1
0, -1, 0, 0, 0, 0.5, 1.4, 1, 0, 1600, 8, 1.2, 0.1, 4, 8, 0, 3, 0.05, 1, 0.01, 0.3, 16, 400, 16, 0, 1.7, 1, 0, 1, 1, 1.4
0, -1, 0, 0, 0, 0.5, 1.1, 2, 1, 800, 10, 1.3, 0.4, 0.5, 8, 11, 1, 0.05, 0.3, 0.01, 0.3, 8, 1600, 0, 2, 1.7, 1, 0, 1.5, 11, 1.4
0, -1, 0, 0, 0, 1, 2.0, 1, 0, 100, 17, 1.2, 0.4, 4, 2, 16, 0, 0.0001, 1.1, 0, 1.1, 4, 400, 6, 1, 1.9, 0, 0, 1.5, 4, 1.4
0, -1, 0, 0, 0, 1, 1.1, 0, 0, 25, 4, 1.2, 0.4, 0.25, 1, 15, 2, 0, 0.3, 0, 1.1, 20, 400, 13, 1, 1.7, 1, 0, 1, 8, 1.1
0, -1, 0, 0, 0, 1.5, 2.0, 2, 0, 25, 8, 1.1, 0.1, 0.5, 32, 4, 5, 0.001, 0.3, 0.0001, 0.6, 16, 400, 13, 1, 1.3, 0, 0, 1, 9, 1.4
0, -1, 0, 0, 0, 1.5, 1.1, 0, 0, 100, 3, 1.2, 1.6, 2, 16, 9, 1, 0.01, 0.3, 0, 0.3, 4, 200, 19, 0, 1.5, 1, 1, 1.5, 7, 2.0
0, -1, 0, 0, 0, 1.5, 1.1, 2, 0, 800, 10, 1.3, 0.8, 4, 8, 13, 1, 0.001, 1, 0.01, 1.1, 4, 200, 4, 0, 1.9, 0, 0, 1.5, 7, 1.1
0, -1, 0, 0, 0, 1, 2.0, 0, 1, 25, 15, 1.2, 0.2, 1, 2, 5, 1, 0.005, 0.9, 0, 0.3, 4, 200, 9, 2, 1.1, 0, 1, 1.5, 10, 2.0
0, -1, 0, 0, 0, 1.5, 1.4, 2, 1, 400, 9, 1.2, 0.1, 2, 1, 4, 1, 0.001, 0.6, 0.005, 0.9, 4, 200, 14, 1, 1.1, 1, 0, 0.5, 14, 1.4
0, -1, 0, 0, 0, 1, 2.0, 2, 1, 3200, 19, 1.3, 0.1, 0.25, 1, 4, 2, 0.005, 1.1, 0.001, 1, 16, 200, 1, 2, 1.3, 1, 0, 1.5, 3, 1.4
0, -1, 0, 0, 0, 1.5, 1.4, 0, 0, 3200, 2, 1.5, 1.6, 1, 32, 13, 2, 0.01, 1.1, 0.01, 1.1, 4, 200, 15, 2, 1.5, 0, 0, 1, 17, 1.4
0, -1, 0, 0, 0, 1.5, 2.0, 2, 1, 800, 17, 1.1, 0.2, 2, 8, 14, 3, 0.01, 1, 0.01, 0.9, 20, 800, 16, 2, 1.3, 1, 0, 1, 18, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 2, 0, 1600, 9, 1.1, 0.2, 0.5, 1, 0, 1, 0.005, 1, 0.0001, 1.1, 2, 800, 16, 0, 1.3, 1, 0, 1, 18, 1.1
0, -1, 0, 0, 0, 1, 1.1, 0, 1, 50, 7, 1.1, 0.8, 0.5, 4, 19, 3, 0.0001, 0.3, 0, 0.9, 16, 1600, 18, 1, 1.3, 1, 0, 1.5, 2, 1.1
0, -1, 0, 0, 0, 1.5, 2.0, 1, 1, 800, 14, 1.3, 0.2, 0.5, 32, 11, 5, 0.01, 0.6, 0.001, 0.9, 20, 200, 11, 1, 1.1, 1, 0, 1, 4, 2.0
0, -1, 0, 0, 0, 1, 2.0, 2, 0, 400, 15, 1.4, 0.4, 0.25, 1, 2, 6, 0.005, 0.3, 0.005, 0.3, 16, 200, 10, 1, 1.7, 0, 0, 1.5, 17, 2.0
0, -1, 0, 0, 0, 1, 2.0, 2, 0, 3200, 16, 1.1, 0.2, 2, 16, 7, 5, 0.001, 1, 0, 1.1, 2, 400, 15, 1, 1.5, 1, 1, 1.5, 15, 1.1
0, -1, 0, 0, 0, 0.5, 1.1, 1, 1, 800, 15, 1.2, 0.1, 0.25, 16, 7, 1, 0.01, 0.9, 0.0001, 0.6, 20, 100, 3, 1, 1.9, 1, 1, 1, 13, 1.1
0, -1, 0, 0, 0, 0.5, 1.4, 0, 1, 1600, 0, 1.1, 0.2, 1, 4, 12, 6, 0, 0.3, 0.001, 0.9, 16, 400, 12, 2, 1.5, 1, 1, 0.5, 16, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 2, 1, 1600, 14, 1.4, 0.1, 1, 2, 17, 5, 0.001, 0.9, 0.01, 1.1, 2, 400, 1, 1, 1.1, 0, 0, 0.5, 15, 1.1
0, -1, 0, 0, 0, 0.5, 2.0, 2, 1, 800, 2, 1.1, 0.1, 0.5, 1, 19, 5, 0, 0.3, 0.05, 0.9, 20, 1600, 8, 1, 1.1, 1, 0, 0.5, 13, 2.0
0, -1, 0, 0, 0, 1.5, 1.4, 2, 1, 800, 8, 1.4, 0.2, 0.25, 32, 19, 4, 0.0001, 0.3, 0, 1, 20, 400, 11, 2, 1.1, 1, 1, 1, 7, 1.4
0, -1, 0, 0, 0, 0.5, 1.4, 2, 1, 3200, 9, 1.1, 0.8, 0.5, 1, 11, 1, 0.001, 1, 0, 0.3, 8, 100, 9, 2, 1.3, 1, 1, 0.5, 2, 1.4
0, -1, 0, 0, 0, 1, 2.0, 0, 0, 200, 13, 1.5, 1.6, 2, 16, 15, 4, 0.005, 1, 0.05, 0.3, 16, 200, 6, 2, 1.5, 1, 0, 1.5, 16, 2.0
0, -1, 0, 0, 0, 1, 2.0, 0, 1, 800, 17, 1.4, 0.1, 2, 2, 16, 3, 0.005, 0.9, 0, 1, 16, 400, 16, 2, 1.1, 0, 0, 1, 14, 1.4
0, -1, 0, 0, 0, 1, 1.4, 0, 1, 100, 18, 1.5, 0.2, 0.25, 8, 2, 4, 0.05, 1.1, 0.05, 0.9, 4, 200, 18, 2, 1.5, 1, 1, 1.5, 18, 1.4
0, -1, 0, 0, 0, 0.5, 1.1, 2, 1, 400, 18, 1.2, 0.2, 2, 16, 2, 4, 0.001, 1, 0, 0.3, 4, 100, 5, 0, 1.7, 0, 1, 1.5, 10, 2.0
0, -1, 0, 0, 0, 1, 2.0, 0, 0, 800, 17, 1.3, 0.2, 0.5, 4, 3, 2, 0.01, 0.3, 0.0001, 0.3, 2, 100, 19, 0, 1.7, 1, 1, 1.5, 14, 2.0
0, -1, 0, 0, 0, 0.5, 1.1, 2, 0, 100, 15, 1.3, 0.2, 0.25, 16, 19, 1, 0, 0.3, 0.05, 1.1, 20, 100, 11, 0, 1.1, 1, 0, 1.5, 15, 2.0
0, -1, 0, 0, 0, 1.5, 1.1, 2, 0, 3200, 14, 1.1, 0.2, 1, 1, 16, 0, 0.0001, 1.1, 0, 0.9, 20, 1600, 12, 0, 1.5, 1, 1, 1, 3, 1.1
0, -1, 0, 0, 0, 1, 1.1, 0, 1, 100, 18, 1.1, 0.2, 0.5, 2, 0, 3, 0.05, 1, 0, 1, 20, 200, 16, 0, 1.9, 0, 0, 1, 19, 2.0
0, -1, 0, 0, 0, 1.5, 2.0, 2, 0, 25, 6, 1.3, 0.1, 0.25, 32, 4, 1, 0.001, 0.3, 0.005, 0.6, 16, 100, 3, 0, 1.5, 0, 0, 0.5, 12, 1.1
0, -1, 0, 0, 0, 1, 2.0, 0, 1, 1600, 9, 1.3, 0.2, 2, 1, 2, 4, 0, 1, 0.01, 1.1, 8, 800, 18, 0, 1.7, 1, 1, 0.5, 10, 1.4
0, -1, 0, 0, 0, 1, 1.1, 2, 0, 200, 17, 1.5, 0.8, 2, 8, 11, 2, 0, 0.6, 0.05, 0.6, 4, 1600, 6, 0, 1.7, 0, 1, 1.5, 0, 1.4
0, -1, 0, 0, 0, 0.5, 2.0, 2, 0, 50, 5, 1.5, 1.6, 1, 32, 9, 1, 0.05, 1, 0.001, 0.3, 16, 800, 10, 0, 1.3, 1, 1, 0.5, 17, 1.1
0, -1, 0, 0, 0, 1.5, 1.1, 1, 0, 25, 3, 1.2, 0.1, 4, 16, 13, 5, 0.05, 0.6, 0.005, 0.3, 2, 800, 14, 0, 1.7, 1, 0, 1, 16, 1.4
0, -1, 0, 0, 0, 1, 2.0, 2, 1, 3200, 0, 1.3, 0.1, 1, 4, 10, 2, 0, 0.9, 0.0001, 0.3, 4, 100, 0, 2, 1.9, 0, 0, 0.5, 5, 2.0
0, -1, 0, 0, 0, 1.5, 1.1, 0, 0, 1600, 11, 1.2, 0.1, 1, 4, 17, 6, 0.005, 0.6, 0.01, 1.1, 16, 800, 18, 2, 1.5, 0, 0, 1.5, 10, 1.1
0, -1, 0, 0, 0, 0.5, 2.0, 2, 1, 3200, 14, 1.1, 1.6, 1, 1, 4, 1, 0.05, 1.1, 0.0001, 0.3, 8, 200, 6, 2, 1.3, 0, 1, 1.5, 0, 1.4
0, -1, 0, 0, 0, 1, 1.4, 2, 1, 25, 2, 1.2, 1.6, 0.5, 2, 14, 3, 0.05, 0.3, 0.05, 1, 16, 1600, 15, 0, 1.9, 1, 1, 0.5, 17, 1.4
0, -1, 0, 0, 0, 1.5, 1.4, 0, 0, 400, 19, 1.2, 0.2, 1, 16, 15, 1, 0.001, 1, 0.001, 0.9, 4, 200, 16, 1, 1.7, 0, 1, 1.5, 19, 1.4
0, -1, 0, 0, 0, 1, 2.0, 0, 1, 50, 8, 1.1, 0.2, 2, 8, 8, 5, 0.05, 0.9, 0.05, 0.3, 8, 200, 15, 1, 1.7, 0, 0, 1.5, 12, 1.4
0, -1, 0, 0, 0, 0.5, 1.1, 1, 1, 3200, 16, 1.5, 0.8, 0.5, 32, 18, 2, 0.005, 0.9, 0.01, 1.1, 8, 400, 15, 2, 1.9, 1, 1, 0.5, 12, 2.0
0, -1, 0, 0, 0, 0.5, 2.0, 1, 0, 50, 2, 1.2, 0.2, 1, 1, 7, 2, 0, 0.6, 0.01, 1.1, 8, 400, 13, 0, 1.3, 0, 0, 1.5, 14, 2.0
0, -1, 0, 0, 0, 1.5, 2.0, 2, 1, 100, 6, 1.3, 1.6, 2, 4, 10, 5, 0.05, 1.1, 0.001, 1.1, 2, 400, 11, 0, 1.7, 0, 1, 1.5, 5, 1.4
0, -1, 0, 0, 0, 1.5, 1.4, 0, 1, 800, 12, 1.1, 0.8, 4, 1, 12, 5, 0.05, 0.6, 0.05, 1.1, 20, 800, 8, 0, 1.3, 0, 1, 1, 15, 1.4
0, -1, 0, 0, 0, 1, 2.0, 1, 0, 400, 12, 1.4, 0.4, 4, 2, 1, 1, 0.005, 1, 0.005, 0.6, 4, 200, 18, 1, 1.5, 0, 0, 1.5, 19, 1.4
0, -1, 0, 0, 0, 0.5, 1.1, 2, 1, 800, 14, 1.5, 0.4, 2, 8, 3, 3, 0.05, 0.3, 0.001, 0.6, 16, 1600, 0, 2, 1.1, 0, 1, 1, 19, 1.4
0, -1, 0, 0, 0, 1.5, 1.1, 1, 1, 400, 18, 1.4, 0.2, 1, 4, 17, 6, 0.001, 1.1, 0, 0.6, 20, 800, 1, 1, 1.3, 1, 0, 1.5, 13, 1.4
0, -1, 0, 0, 0, 1, 2.0, 2, 0, 50, 15, 1.4, 0.8, 1, 4, 10, 0, 0.0001, 0.9, 0, 0.9, 16, 800, 2, 1, 1.3, 1, 1, 1.5, 1, 1.1
0, -1, 0, 0, 0, 0.5, 1.4, 1, 1, 50, 6, 1.4, 0.2, 1, 8, 10, 3, 0.001, 1.1, 0.001, 1.1, 2, 400, 19, 0, 1.5, 0, 0, 1, 19, 1.1
0, -1, 0, 0, 0, 1, 2.0, 1, 1, 400, 17, 1.2, 0.4, 1, 16, 4, 2, 0.01, 0.3, 0.005, 1, 2, 200, 6, 1, 1.1, 1, 1, 1.5, 12, 1.4
0, -1, 0, 0, 0, 1.5, 1.1, 2, 0, 800, 0, 1.4, 0.1, 1, 2, 1, 4, 0.005, 0.3, 0.0001, 0.3, 20, 1600, 5, 2, 1.3, 0, 1, 1, 8, 1.1
0, -1, 0, 0, 0, 1, 1.1, 0, 0, 50, 6, 1.5, 0.1, 2, 1, 2, 1, 0.05, 1.1, 0.01, 0.6, 20, 800, 6, 2, 1.3, 0, 1, 0.5, 1, 1.1
0, -1, 0, 0, 0, 1, 1.1, 0, 1, 400, 4, 1.2, 0.1, 0.25, 4, 7, 2, 0.01, 0.6, 0.01, 1, 4, 1600, 7, 2, 1.1, 0, 1, 1, 9, 1.1
0, -1, 0, 0, 0, 1.5, 1.4, 2, 0, 1600, 10, 1.2, 0.2, 0.25, 16, 6, 0, 0.01, 0.3, 0, 0.9, 2, 100, 11, 1, 1.7, 1, 1, 1, 17, 2.0
0, -1, 0, 0, 0, 1, 1.1, 2, 1, 3200, 14, 1.1, 1.6, 0.5, 8, 5, 4, 0.05, 1.1, 0, 0.3, 4, 800, 9, 0, 1.5, 1, 0, 0.5, 16, 1.1
0, -1, 0, 0, 0, 1, 1.4, 2, 0, 100, 19, 1.5, 0.4, 1, 2, 9, 2, 0, 1.1, 0.001, 0.9, 4, 200, 9, 2, 1.5, 0, 0, 1, 1, 2.0
0, -1, 0, 0, 0, 1.5, 2.0, 1, 0, 800, 16, 1.4, 0.4, 1, 1, 3, 0, 0.005, 0.3, 0.01, 0.3, 20, 800, 7, 2, 1.5, 1, 0, 1, 3, 1.1
0, -1, 0, 0, 0, 1.5, 1.4, 0, 1, 200, 13, 1.2, 0.1, 0.5, 32, 18, 5, 0.005, 1.1, 0, 1.1, 16, 200, 17, 2, 1.3, 1, 1, 1, 4, 1.1
0, -1, 0, 0, 0, 1, 1.1, 1, 1, 3200, 10, 1.5, 0.2, 1, 32, 10, 1, 0.005, 0.6, 0.05, 1.1, 4, 800, 14, 1, 1.7, 0, 1, 1.5, 7, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 1, 0, 800, 2, 1.3, 1.6, 4, 8, 10, 5, 0.005, 0.6, 0.01, 1, 16, 400, 6, 0, 1.1, 0, 0, 1.5, 8, 2.0
0, -1, 0, 0, 0, 1, 2.0, 1, 0, 25, 6, 1.1, 0.4, 1, 16, 12, 6, 0.0001, 0.6, 0.0001, 0.6, 2, 400, 19, 2, 1.9, 1, 0, 0.5, 3, 1.4
0, -1, 0, 0, 0, 1.5, 2.0, 0, 1, 25, 10, 1.3, 1.6, 0.25, 2, 10, 5, 0.05, 0.3, 0.001, 1, 20, 800, 2, 0, 1.5, 1, 1, 0.5, 16, 1.1
0, -1, 0, 0, 0, 1, 1.1, 0, 0, 50, 13, 1.2, 0.4, 2, 16, 15, 1, 0.0001, 1, 0.001, 1.1, 16, 400, 12, 1, 1.1, 1, 0, 1, 12, 1.1
0, -1, 0, 0, 0, 0.5, 1.1, 0, 0, 400, 14, 1.3, 1.6, 0.5, 2, 16, 2, 0.005, 0.3, 0.01, 1.1, 2, 400, 5, 1, 1.5, 0, 0, 1, 3, 2.0
0, -1, 0, 0, 0, 1.5, 1.1, 2, 0, 3200, 6, 1.2, 0.8, 0.25, 8, 18, 3, 0.005, 1, 0.01, 0.9, 4, 1600, 10, 0, 1.3, 1, 0, 0.5, 19, 1.1
0, -1, 0, 0, 0, 1.5, 1.1, 0, 0, 100, 18, 1.3, 0.8, 0.25, 16, 1, 4, 0, 0.6, 0.005, 1.1, 2, 1600, 18, 0, 1.9, 1, 1, 0.5, 17, 2.0
0, -1, 0, 0, 0, 1, 2.0, 0, 0, 200, 5, 1.4, 0.1, 4, 1, 2, 3, 0.05, 0.9, 0, 0.3, 20, 1600, 8, 2, 1.7, 1, 0, 1, 3, 1.4
0, -1, 0, 0, 0, 1.5, 1.1, 0, 1, 400, 13, 1.5, 0.2, 4, 16, 16, 1, 0, 0.6, 0.01, 0.6, 16, 200, 11, 0, 1.9, 1, 1, 0.5, 12, 1.4
0, -1, 0, 0, 0, 0.5, 1.4, 1, 0, 400, 6, 1.3, 1.6, 4, 16, 19, 6, 0.01, 0.3, 0.005, 0.3, 8, 200, 17, 0, 1.5, 0, 0, 0.5, 11, 1.4
0, -1, 0, 0, 0, 1.5, 1.1, 2, 0, 50, 15, 1.5, 0.1, 4, 8, 9, 4, 0.05, 0.3, 0.005, 1, 4, 1600, 7, 2, 1.1, 1, 1, 0.5, 7, 1.1
0, -1, 0, 0, 0, 1.5, 1.4, 1, 1, 100, 14, 1.5, 0.2, 4, 16, 12, 3, 0.001, 0.9, 0.05, 0.6, 20, 100, 7, 0, 1.3, 1, 0, 0.5, 3, 1.1
0, -1, 0, 0, 0, 0.5, 2.0, 0, 1, 1600, 0, 1.5, 1.6, 0.5, 16, 19, 5, 0.05, 1.1, 0.0001, 0.6, 4, 800, 16, 2, 1.9, 0, 1, 1, 3, 1.4
0, -1, 0, 0, 0, 1.5, 1.4, 1, 0, 25, 0, 1.5, 0.4, 2, 2, 19, 2, 0, 1.1, 0.001, 0.3, 2, 1600, 1, 1, 1.3, 0, 0, 0.5, 9, 1.1
0, -1, 0, 0, 0, 1.5, 2.0, 0, 0, 50, 6, 1.2, 0.8, 0.5, 8, 19, 3, 0.005, 0.6, 0.01, 0.6, 4, 800, 13, 2, 1.3, 0, 0, 1.5, 12, 1.1
